"","0.9","0.85","0.8","0.75","0.7","0.65","0.6","0.55","0.5","0.45","0.4","0.35","0.3","0.25","0.2","0.15","0.1","0.05","0","-0.05","-0.1","-0.15","-0.2","-0.25","-0.3","-0.35","-0.4","-0.45","-0.5","-0.55","-0.6","-0.65","-0.7","-0.75","-0.8","-0.85","-0.9","-0.95","-1"
"100",0.53934575346612,0.629501026775601,0.670411250438969,0.671543678095397,0.738824145378407,0.720248442500961,0.739149783317785,0.722884994068619,0.712449687722151,0.694355033331681,0.694950311674109,0.690382830901587,0.675909625118431,0.684217403019695,0.692147948278445,0.687327685787073,0.681224653290197,0.674331528812919,0.678345407256028,0.680785368494675,0.686108725572372,0.687227585066724,0.683155906920017,0.683064913194315,0.683363649061605,0.684269973718734,0.688083326538601,0.676909305949239,0.683619063503136,0.676941341530896,0.689456076854695,0.688225299518417,0.689126467262257,0.683520818917724,0.686663540509814,0.681990881328854,0.685879387712909,0.684950564950324,0.686829967735798
"150",0.607769567339889,0.716737624420772,0.753995323207882,0.779952821033222,0.829459273100843,0.810204723676116,0.845100953547376,0.82365243895522,0.821157292934629,0.79717885484805,0.794619634529065,0.783224335556655,0.771146088838475,0.775464219421133,0.77071035542345,0.769305562391524,0.770693488069298,0.770201378500463,0.763482594780292,0.768312495645376,0.766557774532417,0.765144641824643,0.763415708410458,0.764019064846123,0.771053436245247,0.770873759593221,0.771770212390364,0.756506247836005,0.771039618910304,0.768338114633284,0.76571477127642,0.771691284182641,0.770955115223663,0.768822365493192,0.771272216669765,0.765167935941356,0.771839992587221,0.768309069367415,0.768688324629871
"200",0.640661233628006,0.715082266763182,0.768025833920172,0.824563815158424,0.871203394841738,0.859347824891333,0.857323248297876,0.849727669090474,0.840153868057362,0.826355685399073,0.811225999282314,0.802628822898692,0.803288162738122,0.803849355705649,0.795214200385635,0.789499000446026,0.800277693357297,0.796852548972683,0.791106752518689,0.792378503254367,0.796175618085756,0.793193248798198,0.787955941379428,0.789109708470391,0.802206149395234,0.797807380311884,0.799544857436182,0.80111711509013,0.791655399050204,0.799341332922778,0.789582485817925,0.794970997105944,0.799966767189473,0.787534659491068,0.798156352875384,0.793345526697068,0.797279995761918,0.796340976061892,0.791076974234116
"250",0.657065251707541,0.723652839034858,0.79520529092616,0.848297600775253,0.893487136201024,0.879410275095334,0.872762340244135,0.856161663666877,0.847245673112735,0.851215737563356,0.84543472888339,0.828250566461718,0.820742717767996,0.822009969861212,0.829088171386305,0.819707657285819,0.823362321457952,0.81752186681745,0.820639828727463,0.825246758602735,0.822213854895368,0.818835301484704,0.816834201233325,0.815963990642939,0.818297410273856,0.824727642453542,0.81817864911143,0.819592514100501,0.81878117027655,0.823298702393176,0.823003774608841,0.826007939257676,0.814705437710368,0.822259556434125,0.820125572608924,0.822646620785755,0.822517569610231,0.824211946253167,0.816072082114587
"300",0.6798700456262,0.730861167845041,0.796619993981099,0.841615837411366,0.907572516811672,0.905781454095627,0.88821864560373,0.868552681986763,0.865882853300684,0.855796675651397,0.852925876161804,0.835262188130023,0.836979190545807,0.835401308017703,0.831299721551514,0.828289237037477,0.828996798916169,0.828281439050921,0.828340507171101,0.825989399905343,0.827508281779583,0.832353360191301,0.829613669600739,0.830334060684354,0.82916703444586,0.822880372246905,0.822963225189993,0.82188355402071,0.830833994835955,0.827740656463941,0.830866920450972,0.825319026966028,0.831412497798644,0.829031241906231,0.81889372718254,0.823499458402944,0.823984911576083,0.830088362479546,0.828722805659094
"350",0.695263422600804,0.758081631397988,0.809448471713735,0.864024783830805,0.917804941808398,0.900956327474494,0.902056942967474,0.893708086490714,0.886698464546437,0.867671010715131,0.865385873717586,0.865607661306882,0.854002630922125,0.84654628270633,0.846192461798126,0.849664801120825,0.851264803266341,0.849570715113417,0.845339574653941,0.836929469033555,0.854199166270209,0.845570366021872,0.839209396375807,0.846498107405266,0.839783496853046,0.842643822446712,0.839418501153512,0.84609768997612,0.847065946755681,0.849639855005212,0.849127132666002,0.852917888460584,0.851363834425446,0.84252278567332,0.845521754441337,0.851524497826013,0.846892610988701,0.845673388010645,0.839385103275839
"400",0.706310098991767,0.76934085469106,0.813308607219607,0.877310112448271,0.926071985744302,0.914807134967566,0.910309371031882,0.911869972153797,0.916338545254209,0.885993748419959,0.882619203541813,0.874493347106689,0.8601928013214,0.856434740441024,0.856252208543189,0.848964949395896,0.862163377121847,0.851017121354444,0.860363084880065,0.85383482340981,0.852694663792915,0.858015861574574,0.854261980912777,0.851770764263296,0.852800555751253,0.85588534293449,0.854659625102975,0.855973968832435,0.859195624348405,0.849440382172315,0.854976856873887,0.853340329279555,0.857741955332801,0.859283078580747,0.858173922492714,0.849733037388057,0.850708616233648,0.853750181126325,0.858391082270868
"450",0.737554560176902,0.797387888477821,0.822529517806591,0.886646673098115,0.92441707961976,0.918936243217531,0.909832030937163,0.917569165062942,0.909421806116812,0.891452883716592,0.887141201456545,0.873929067664675,0.861496973295134,0.858469029334903,0.865420738130126,0.859772652654899,0.856904549680917,0.856770874803768,0.862671908358934,0.854882069578469,0.860618505833086,0.863353534194095,0.857578072763598,0.858650934648244,0.863064324835664,0.862985699482328,0.86543343388652,0.859834334092715,0.853190589658005,0.8591221964991,0.86169727689372,0.864381444600793,0.859065964681369,0.856049469126592,0.858604084875737,0.86019286839461,0.856870883271595,0.850772303256601,0.854678384109163
"500",0.734153758269019,0.783654287877612,0.826095383393244,0.88466969827668,0.923104877980756,0.921899916616449,0.919620565485809,0.918532827878508,0.905956088771541,0.896434484271006,0.894197318248098,0.880491528031926,0.872882460040222,0.87199262540736,0.862855033878098,0.854262976511541,0.850237593088171,0.858179272927664,0.848889464215467,0.852828704212043,0.848849169947059,0.8508078729432,0.856841965225754,0.853256760326408,0.849017088040678,0.85551226357496,0.852497995040641,0.850581663381783,0.849526809449804,0.853114189949067,0.856835503256051,0.860787176917924,0.851185988564763,0.852466812214881,0.853977471747908,0.857238610795015,0.850980858869527,0.853538391547912,0.859059471962276
