"","1","2","3","4","5","6","7","8","9","10","20","30","40","50","60","70","80","90","100","200","300","400","500","600","700","800","900","1000","2000","3000","4000","5000","6000","7000","8000","9000","10000"
"100",0.709882711201029,0.672314007644592,0.699488832124004,0.684225100449367,0.69196893507653,0.69615056242585,0.695284219932034,0.701114475681173,0.690983154821284,0.708458693624962,0.708667611674097,0.703196728393705,0.726971936024502,0.731151558761209,0.731049739633704,0.726034167499349,0.734370025201401,0.735862735413624,0.735285210060471,0.72594155058054,0.714748670246825,0.695184280102267,0.694091770193807,0.695366775387882,0.684938936764663,0.678791836566251,0.678267658814525,0.677675631792088,0.684711419960462,0.678515501262922,0.682616452742302,0.686794031921458,0.688649571725323,0.676205558308211,0.691351438775998,0.67711598884756,0.688257860708258
"150",0.783961404901228,0.773727719004004,0.780148805769906,0.777002556225932,0.793241451140907,0.811501451121352,0.796780987138788,0.786522213282431,0.794235389085801,0.789597282248423,0.805821648535743,0.809266728222895,0.829044526976362,0.823655953228841,0.829906382612679,0.829920656251003,0.825818339844672,0.829320962649659,0.827260338538795,0.820477530287513,0.814149294920568,0.798866523261018,0.789665828329331,0.785805470142793,0.779660287097656,0.777842948894592,0.783076951754804,0.782804018517736,0.765669666499382,0.767888810498069,0.763212833804134,0.769142173825497,0.7644202792326,0.765081389071971,0.769012159552838,0.768438659700338,0.763919111023783
"200",0.841158501049931,0.86038545918642,0.868194365377851,0.855683570596481,0.861404288058814,0.873877525667201,0.857575258178412,0.85169852495232,0.844107214787582,0.852290196069015,0.833097442502264,0.839175519122385,0.851253150841983,0.850495621760579,0.854879923043123,0.852358603639769,0.850736323199701,0.843638799757528,0.843436090705715,0.838380404529003,0.819556069802138,0.823157279556661,0.813117750536161,0.798400425110595,0.806469894571189,0.805300033682738,0.80615228156329,0.798029238936099,0.806425386919295,0.789686015441669,0.799297070666186,0.796033351800923,0.801671127060599,0.800680707726461,0.792879518886999,0.794265674639643,0.803667099983075
"250",0.871828930961895,0.874460258211431,0.889942197478605,0.880919378272988,0.890812671516885,0.882172492122331,0.881079437119969,0.871598408905248,0.873196329345175,0.876626803880198,0.854356340897049,0.841672931947249,0.862146022957347,0.861472192381451,0.860658347861302,0.85890167867173,0.860656210871307,0.854496932297466,0.855576521535575,0.84991561756547,0.848248266436354,0.83604763687411,0.836320296793965,0.83433053792466,0.828194001891329,0.829701318273518,0.823230627338411,0.832955114860253,0.825450698229637,0.816052165601241,0.816114783597143,0.814559244619075,0.8176911405436,0.818952170491146,0.821020472632361,0.818982883357326,0.82177487239734
"300",0.892715212995917,0.903079544295184,0.920776531689468,0.906931857161157,0.90492085292886,0.891767420980967,0.894489807929592,0.878122688690143,0.87963399996726,0.87784288204502,0.858237818982607,0.86210874093654,0.861501537605112,0.864043670080275,0.862787555595152,0.86973556945393,0.864027067018694,0.866311528344753,0.862249649070209,0.856456157876318,0.85462415646548,0.839435718157596,0.838270879774628,0.832804843044151,0.826015334734403,0.829056222560016,0.827693815345087,0.835010682653106,0.827996587099573,0.830089734629621,0.830515955305025,0.830390473468451,0.828219985539584,0.828875428173957,0.821350676910124,0.829183269427654,0.819589861977887
"350",0.890652850681433,0.903035646226794,0.914563941342104,0.922329310905138,0.921959602808198,0.917994756744339,0.913736348804334,0.918500907837354,0.919077981352598,0.913158735272834,0.890863974404807,0.878423636101725,0.886804296316872,0.882273554918961,0.890133685421319,0.877134687561356,0.881979824425421,0.87957342318919,0.881396487901149,0.876600698091837,0.870690203431798,0.86803162660447,0.869115229833711,0.860609708700312,0.85632109679243,0.851166915512131,0.847405242688601,0.851984416678957,0.840289070505575,0.842439168500799,0.848329795019476,0.851750665075546,0.848792746849235,0.848373622737037,0.848553951276682,0.851585177963097,0.849611464226611
"400",0.909099499393504,0.914499504521989,0.920819048290794,0.926371233844336,0.923979449806665,0.93091946351375,0.924591485890829,0.919564904699589,0.915762796239231,0.911381572773357,0.905789221164833,0.900666361621972,0.908929698306354,0.906712338825598,0.909622307190635,0.905811439554427,0.894529478778213,0.900743220391331,0.891485288524694,0.896988650274819,0.880605772199895,0.879196557026363,0.865766081287448,0.871039640363131,0.863749085658564,0.863234899272979,0.857152305418552,0.858453832620902,0.854056230763973,0.855931553815514,0.852488479399696,0.857525317465577,0.857221933360905,0.849792641173743,0.851282791226915,0.860709372290303,0.854977025842778
"450",0.914226678140558,0.914445610376657,0.924893210909351,0.93940012746917,0.923575363481206,0.931821852815044,0.933511961273546,0.922446608929646,0.926359643802727,0.921522496935253,0.92217666119723,0.913529545424586,0.915954783735508,0.911785682754198,0.912715377004736,0.916016618197934,0.912751685129552,0.903636829898725,0.902459034330028,0.901776059496051,0.884017694845352,0.882803594416825,0.872770738095983,0.864230189037792,0.867389091722119,0.863915782642151,0.862457369031323,0.864062604728121,0.866065086856286,0.855432140516376,0.85756658937181,0.854446106777517,0.856272338477064,0.862528004736644,0.85590072000453,0.857861428606509,0.855770311685937
"500",0.909758345631053,0.916193912238897,0.924146660550898,0.929867563387421,0.927355123409475,0.926654158649293,0.935255036176955,0.93049032387978,0.929728116752949,0.923158408849017,0.91961584395592,0.922568127985948,0.920233430169604,0.912576175870162,0.90615500567611,0.909639893677591,0.907701022703105,0.905562356009228,0.894374663674786,0.906020836637816,0.89823720198248,0.887646312016763,0.883451051372373,0.8774676321333,0.875797884030905,0.870047756225001,0.871047030644043,0.867216482354219,0.855847890050547,0.860656829697121,0.854359221636213,0.856774245412523,0.844924266192224,0.850622877567235,0.851935374620381,0.850090992924916,0.853182090101042
"550",0.91813650913574,0.919498688951622,0.928858180162553,0.936598845473222,0.928137543623437,0.937075117960304,0.942858191281044,0.940513785957361,0.937199742331615,0.934303682721099,0.926147881099125,0.93439242819802,0.932806561561709,0.922860929617139,0.922250534292321,0.920729300445698,0.914736832863192,0.911968582483734,0.91863825394815,0.917597033804026,0.911835386196095,0.907959779858756,0.902102052518223,0.892629579223928,0.883503576209687,0.881696642884311,0.886382053367245,0.88815156184389,0.877424120874965,0.871097481237903,0.8718563666416,0.865423794387427,0.871199420666379,0.870621827103064,0.867336967820265,0.874952292155463,0.875472364620633
"600",0.91996052044439,0.929875929959624,0.930573670316735,0.931242026818929,0.930054665662338,0.939791370691985,0.943164026594409,0.945491511843973,0.937960236988506,0.937488197238099,0.926971295351006,0.934543835001247,0.932701492005684,0.928932766640747,0.922598351240455,0.9269628759591,0.919294504059686,0.926451568711829,0.918119099872673,0.923784397808397,0.916032098528275,0.914984746612038,0.908819910817854,0.90667680851392,0.901951794092461,0.900723483242722,0.894721594628251,0.890714817277107,0.889091219103258,0.886735746848987,0.885093198315929,0.885038118258031,0.882833649339594,0.884836150516467,0.886300900155992,0.873627483828774,0.881634997801567
"650",0.918050590707952,0.93248457986078,0.925775066112672,0.934058439041637,0.934909797517071,0.936154481709739,0.943621390307013,0.938996565256751,0.935024149737607,0.938453972842212,0.923998602276988,0.929933210447901,0.920061037896094,0.921407017926698,0.922604384499262,0.914520387765574,0.923809198450731,0.918707727433319,0.919378023925347,0.917524473214713,0.915955750474756,0.914187775474703,0.90052484451578,0.890534938946056,0.89142230965473,0.88907116863837,0.887648391260479,0.881173779479411,0.88370878474001,0.881040195006201,0.883645173497857,0.877198484321148,0.878397175347118,0.882445978335305,0.87948646287343,0.88106260563157,0.885659543782419
